synthetic_sme_id,synthetic_manager_id,manager_enterprise_sequence,manager_sex,manager_age_band,manager_education_level,manager_urban_rural,manager_in_workforce,sme_enterprise_activity_1digit,sme_enterprise_age_band,sme_ownership_structure,sme_household_ownership_share_band,sme_workplace_type,sme_current_capital_band,sme_startup_capital_band,sme_startup_capital_source,sme_primary_buyer_type,sme_has_business_license,sme_has_commercial_registration,sme_keeps_accounting_books,sme_has_online_page_or_storefront,sme_has_mobile_sales_app,sme_share_of_sales_online_band,sme_hires_nonhousehold_workers,sme_num_nonhousehold_workers_band,sme_num_related_external_workers_band,sme_any_workers_with_social_insurance,sme_num_workers_with_social_insurance_band,sme_new_workers_joined_last12m,sme_workers_left_last12m,sme_annual_wage_bill_band,sme_annual_taxes_paid_band,sme_average_monthly_net_earnings_band
942,4389,1,0,5,1,0,1,2,2,1,-1,9,6,5,1,6,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,-1,3
943,4397,1,0,4,1,1,1,7,5,1,2,2,6,4,1,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,-1,1
944,4400,1,1,6,1,0,0,8,5,1,-1,1,6,1,1,1,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,2
945,4400,2,1,6,1,0,0,0,3,1,-1,1,4,6,1,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
946,4400,3,1,6,1,0,0,8,3,1,3,1,5,4,17,1,0,0,-1,1,0,-1,0,0,0,0,0,0,0,0,-1,1
947,4403,1,0,3,2,1,1,6,3,1,-1,10,6,2,1,1,1,0,1,0,0,-1,0,0,0,0,0,0,0,0,-1,5
948,4405,1,0,6,2,1,0,6,6,1,-1,9,4,1,1,1,-1,1,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,1
949,4405,2,0,6,2,1,0,2,4,1,-1,12,6,3,3,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,2
950,4406,1,1,6,1,1,0,0,3,1,-1,1,4,3,3,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
951,4410,1,1,6,4,0,0,6,5,1,-1,1,6,4,1,1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,-1,3
952,4410,2,1,6,4,0,0,15,5,1,1,2,-1,3,1,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,5
953,4410,3,1,6,4,0,0,15,6,1,-1,7,4,4,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,3,1
954,4412,1,0,4,3,0,1,6,5,1,-1,2,7,5,1,11,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
955,4415,1,1,3,2,1,1,0,3,1,-1,1,1,3,3,6,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,4
956,4422,1,0,6,2,0,0,6,2,1,-1,2,5,3,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,5
957,4422,2,0,6,2,0,0,18,2,1,-1,9,1,4,1,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,2
958,4422,3,0,6,2,0,0,7,-1,1,-1,9,6,7,1,1,0,0,0,0,0,-1,1,0,1,0,0,0,0,0,-1,3
959,4425,1,0,6,1,0,0,2,6,1,-1,9,4,6,4,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,3
960,4430,1,1,6,1,0,1,2,6,1,-1,1,6,4,1,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,4,1
961,4438,1,0,6,1,1,0,0,5,1,-1,13,6,4,-1,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,5
962,4438,2,0,6,1,1,0,6,5,1,-1,2,5,5,4,1,0,1,0,0,0,-1,1,1,0,0,0,0,0,0,-1,5
963,4457,1,0,6,1,1,0,18,4,1,-1,9,7,3,1,1,0,1,1,0,0,-1,0,0,0,0,0,0,0,0,-1,5
964,4458,1,0,4,3,1,1,7,4,1,-1,12,3,5,1,1,1,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,-1,1
965,4464,1,0,4,4,0,1,6,5,1,-1,2,3,7,1,1,1,0,1,0,0,-1,0,0,0,0,0,0,0,0,5,1
966,4466,1,0,2,4,0,1,5,4,1,-1,10,6,5,2,1,1,1,0,1,0,-1,0,0,0,0,0,0,0,0,-1,1
967,4476,1,1,6,1,1,0,0,5,1,-1,4,4,4,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,4
968,4476,2,1,6,1,1,0,8,3,1,-1,9,6,5,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,2
969,4476,3,1,6,1,1,0,6,-1,1,-1,1,2,2,4,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,4
970,4478,1,0,2,1,0,1,6,3,1,-1,2,7,5,1,1,0,1,1,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1
971,4482,1,0,4,1,1,1,6,5,1,-1,2,6,7,2,2,1,0,0,0,0,-1,0,1,0,0,0,0,0,0,-1,2
972,4484,1,0,6,1,0,1,0,3,2,-1,9,5,7,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,3
973,4488,1,1,6,2,0,0,15,6,1,-1,1,3,3,13,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
974,4489,1,1,6,1,1,0,8,5,2,-1,1,7,2,1,1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,2
975,4490,1,0,2,4,1,1,6,4,1,-1,6,6,5,1,1,0,0,0,0,1,-1,0,0,0,0,-1,0,0,-1,-1,2
976,4492,1,1,6,1,1,1,6,3,1,-1,1,4,4,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,5
977,4494,1,1,5,1,1,1,0,5,1,-1,1,5,6,1,1,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,-1,1
978,4498,1,1,3,4,0,1,6,1,1,-1,13,4,4,1,7,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,2
979,4499,1,0,2,1,1,1,5,1,1,-1,6,4,6,1,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,2
980,4500,1,0,3,2,0,1,7,5,1,-1,11,7,1,1,1,1,1,1,0,0,-1,0,0,0,0,0,0,0,-1,4,2
981,4503,1,1,6,1,0,0,0,4,1,2,3,6,5,4,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,3
982,4503,2,1,6,1,0,0,0,4,1,-1,1,3,3,1,1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,-1,1
983,4504,1,1,3,1,0,1,8,3,1,-1,4,7,4,6,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,2,4
984,4524,1,0,5,1,0,1,6,2,1,-1,2,7,3,-1,7,1,0,1,0,0,-1,0,2,0,0,-1,0,0,0,-1,4
985,4547,1,0,2,4,1,1,16,1,2,-1,12,5,4,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,5
986,4551,1,1,5,1,0,1,18,-1,1,-1,1,1,4,3,1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,-1,-1
987,4554,1,1,6,2,0,0,6,5,1,-1,2,4,3,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
988,4554,2,1,6,2,0,0,0,1,1,-1,2,5,3,1,2,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,4,3
989,4560,1,0,3,1,0,1,0,1,1,-1,6,6,2,1,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
990,4570,1,1,3,4,1,1,15,1,1,-1,1,2,5,1,1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,-1
991,4572,1,1,6,1,0,0,0,5,1,2,1,1,2,1,1,0,0,-1,1,0,-1,0,0,0,0,0,0,0,0,-1,1
992,4572,2,1,6,1,0,0,6,6,1,-1,2,6,6,1,1,0,0,0,0,0,-1,1,0,0,0,-1,0,0,0,-1,2
993,4572,3,1,6,1,0,0,6,1,1,-1,1,3,5,1,1,0,1,1,0,0,-1,0,0,0,0,0,0,0,0,3,1
994,4577,1,0,4,1,0,1,7,-1,1,-1,10,7,5,1,1,1,1,0,0,0,-1,0,0,1,0,0,0,0,0,-1,4
995,4581,1,1,3,2,0,1,19,4,1,1,1,5,6,17,1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,2
996,4583,1,1,6,1,0,0,2,1,1,-1,1,5,4,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
997,4586,1,1,3,2,0,1,2,3,1,-1,1,5,7,3,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,4
998,4593,1,0,3,1,1,1,8,2,1,-1,1,1,7,1,1,-1,0,0,0,0,-1,1,0,0,0,0,0,0,4,-1,5
999,4595,1,0,3,2,0,1,6,2,1,-1,16,7,7,4,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,2
1000,4596,1,1,6,1,0,0,0,6,1,-1,2,2,4,3,1,1,1,0,0,0,-1,0,0,0,0,-1,0,0,0,1,5
1001,4596,2,1,6,1,0,0,6,5,1,2,1,4,1,4,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,2
1002,4597,1,0,3,1,0,1,8,2,1,-1,2,1,6,4,1,1,1,1,0,0,-1,0,0,0,0,0,0,0,0,-1,5
1003,4606,1,0,4,1,1,1,0,5,1,-1,4,7,-1,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,-1,-1
1004,4610,1,0,2,1,0,1,6,4,2,-1,9,7,6,1,1,1,0,1,0,0,-1,0,0,0,0,-1,0,0,0,-1,3
1005,4626,1,0,2,2,0,1,18,3,1,2,1,4,6,2,1,1,0,0,0,0,-1,0,0,1,0,0,0,0,0,-1,1
1006,4638,1,0,6,1,1,0,6,3,1,-1,13,4,2,1,1,1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,-1
1007,4639,1,0,6,3,1,0,0,-1,2,-1,9,1,4,1,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,3
1008,4639,2,0,6,3,1,0,2,1,1,-1,18,1,4,7,1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,4
1009,4639,3,0,6,3,1,0,5,5,1,-1,18,5,6,4,1,1,1,0,1,0,-1,0,0,0,0,0,0,0,0,3,3
1010,4650,1,1,2,4,1,1,15,2,1,-1,18,5,2,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1
1011,4651,1,0,6,1,1,0,19,5,1,-1,2,6,7,1,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,3
1012,4659,1,0,3,2,0,1,0,4,1,-1,9,5,3,3,1,0,1,1,0,0,-1,1,0,0,0,0,0,0,-1,-1,1
1013,4671,1,1,6,1,1,0,19,4,1,-1,1,6,2,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,5
1014,4671,2,1,6,1,1,0,0,3,1,-1,1,3,2,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,2
1015,4671,3,1,6,1,1,0,6,5,1,-1,1,4,6,1,1,0,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,3
1016,4678,1,0,3,4,1,1,18,4,1,-1,9,5,1,1,1,1,0,0,0,0,-1,0,0,0,0,0,1,0,0,-1,3
1017,4681,1,0,2,2,1,1,6,3,1,-1,12,6,7,3,1,1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,4
1018,4684,1,0,2,2,1,1,18,3,1,-1,13,7,6,1,1,-1,0,0,0,0,-1,0,4,0,0,0,0,0,0,-1,1
1019,4685,1,0,6,1,1,0,7,6,1,-1,2,6,3,1,1,1,1,1,0,0,-1,0,1,0,0,0,0,0,0,1,3
1020,4685,2,0,6,1,1,0,5,5,1,-1,13,2,7,12,1,0,0,0,0,0,-1,1,0,0,0,0,0,0,-1,-1,-1
1021,4708,1,1,6,4,0,0,15,4,1,-1,13,6,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,5
1022,4708,2,1,6,4,0,0,14,3,1,-1,14,7,2,1,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,4,4
1023,4710,1,0,6,1,0,0,0,5,1,-1,2,1,6,6,1,1,1,-1,0,0,-1,1,0,0,0,0,0,0,0,2,1
1024,4710,2,0,6,1,0,0,5,5,1,-1,13,7,2,1,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,3,-1,3
1025,4710,3,0,6,1,0,0,18,5,1,-1,2,6,4,1,1,1,1,0,0,0,-1,1,2,0,0,0,0,0,0,-1,3
1026,4716,1,0,4,1,1,1,18,5,1,-1,12,6,6,1,1,-1,0,0,0,0,-1,1,1,0,0,0,0,0,0,-1,1
1027,4717,1,0,1,1,0,1,6,2,1,-1,9,7,4,4,1,1,1,1,0,0,-1,1,0,0,0,0,0,1,0,-1,1
1028,4719,1,0,6,1,1,0,2,5,1,-1,13,5,5,4,1,0,0,0,0,0,-1,0,1,0,0,0,1,0,0,-1,3
1029,4719,2,0,6,1,1,0,0,-1,1,-1,12,6,5,1,1,0,0,1,0,0,-1,1,0,0,0,0,0,0,0,-1,1
1030,4721,1,0,3,4,0,1,6,5,1,-1,9,5,6,1,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,4
1031,4725,1,0,3,4,1,1,15,3,1,-1,2,6,4,1,1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,1
1032,4731,1,0,6,1,0,0,6,5,1,-1,2,7,5,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,-1,5
1033,4736,1,1,6,2,1,0,6,5,1,-1,1,3,4,4,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
1034,4736,2,1,6,2,1,0,6,1,1,-1,1,2,3,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
1035,4736,3,1,6,2,1,0,15,1,1,-1,1,4,4,4,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
1036,4744,1,0,1,1,1,1,6,2,1,-1,9,6,1,14,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,5
1037,4745,1,0,1,4,1,1,8,2,1,-1,1,7,1,3,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
1038,4768,1,1,6,1,1,0,8,3,1,-1,1,2,4,1,1,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,-1,1
1039,4768,2,1,6,1,1,0,0,5,1,-1,2,3,5,1,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
1040,4768,3,1,6,1,1,0,2,5,1,-1,1,3,6,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
1041,4769,1,0,4,1,0,1,7,5,1,-1,6,4,4,4,1,1,1,1,0,0,-1,0,0,0,0,-1,0,0,0,-1,4
1042,4775,1,0,2,2,0,1,19,2,1,-1,2,6,5,3,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,4
1043,4787,1,1,1,2,0,1,15,1,1,-1,4,2,3,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,3
1044,4798,1,0,4,4,1,1,2,5,1,-1,10,6,4,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
1045,4800,1,1,6,1,1,0,0,3,1,-1,1,1,4,1,1,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,-1,5
1046,4800,2,1,6,1,1,0,0,5,1,-1,9,6,2,11,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,-1,5
1047,4804,1,1,6,1,1,0,6,3,1,-1,1,5,6,3,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,3
1048,4807,1,1,1,2,1,1,6,2,1,-1,3,5,5,12,1,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,-1,4
1049,4808,1,1,2,2,1,1,2,1,1,-1,1,3,3,1,1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,1
1050,4815,1,1,6,4,0,0,6,3,1,-1,1,4,4,2,1,0,1,1,0,0,-1,1,0,0,0,0,0,0,0,4,1
1051,4829,1,0,6,2,0,0,18,5,1,-1,8,6,-1,1,1,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,1,4
1052,4829,2,0,6,2,0,0,6,2,1,-1,13,6,4,-1,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,5
1053,4829,3,0,6,2,0,0,5,5,1,-1,2,4,7,1,1,1,0,-1,0,0,-1,0,0,2,0,-1,0,0,0,-1,-1
1054,4831,1,0,3,2,0,1,6,4,1,-1,1,4,4,1,1,1,0,1,0,0,-1,0,0,0,0,0,0,0,4,-1,1
1055,4833,1,0,2,4,0,1,15,3,1,-1,2,6,5,1,1,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,-1,1
1056,4837,1,1,6,4,0,0,6,6,1,-1,2,5,3,2,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
1057,4839,1,1,6,1,0,0,8,4,1,-1,2,7,4,12,1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1,1
1058,4845,1,0,3,4,1,1,15,1,1,-1,11,5,3,1,1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1
1059,4848,1,0,1,2,0,1,7,2,1,-1,2,7,1,4,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,4
1060,4860,1,0,4,2,0,1,19,6,1,-1,9,7,3,2,1,0,0,0,0,0,-1,0,1,0,0,0,0,0,-1,-1,5
1061,4869,1,1,5,1,0,0,0,5,1,1,2,4,3,1,1,0,-1,0,0,0,-1,0,1,0,0,0,0,0,0,-1,3
1062,4878,1,0,2,4,0,1,0,2,1,-1,8,-1,4,1,1,0,0,0,0,0,-1,1,1,0,0,0,0,0,-1,-1,3
1063,4886,1,0,6,1,0,0,6,5,1,-1,13,7,5,2,1,1,1,0,0,0,-1,1,0,0,0,0,0,0,0,-1,1
1064,4886,2,0,6,1,0,0,7,4,1,-1,7,4,2,3,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,4
1065,4886,3,0,6,1,0,0,4,6,1,-1,1,5,1,1,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,4
1066,4902,1,0,4,3,1,1,6,4,1,-1,13,3,5,4,1,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,-1,4
1067,4903,1,0,6,1,0,0,5,6,1,-1,6,7,1,1,1,1,0,0,0,0,-1,0,0,0,0,0,1,0,0,-1,5
1068,4911,1,1,6,1,1,0,6,6,1,-1,1,5,6,4,11,0,0,1,0,0,3,0,0,0,0,0,0,0,0,-1,3
1069,4916,1,0,2,3,0,1,7,3,1,-1,6,7,6,2,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,3
1070,4921,1,0,3,1,1,1,0,5,1,-1,9,5,4,1,1,0,0,0,0,0,-1,1,0,0,0,3,0,0,-1,-1,-1
1071,4924,1,0,6,1,1,0,0,5,1,-1,12,6,5,2,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,5
1072,4924,2,0,6,1,1,0,7,4,1,-1,9,7,6,1,1,-1,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,2
1073,4928,1,0,5,2,1,1,2,5,1,-1,9,6,4,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,3
1074,4934,1,0,6,1,1,0,6,6,1,-1,9,6,4,1,1,1,1,-1,0,0,-1,0,0,0,0,0,0,0,0,-1,3
1075,4934,2,0,6,1,1,0,7,5,1,-1,12,1,3,17,1,0,0,1,0,0,-1,1,1,0,0,0,0,0,-1,-1,1
1076,4934,3,0,6,1,1,0,6,5,1,-1,4,6,-1,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,2
1077,4943,1,0,6,2,0,0,6,4,1,-1,2,5,5,1,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,5
1078,4943,2,0,6,2,0,0,7,4,1,-1,10,4,-1,1,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,4
1079,4943,3,0,6,2,0,0,6,5,1,-1,7,4,6,2,1,0,0,1,0,0,-1,1,0,0,0,-1,0,0,-1,4,5
1080,4944,1,0,6,1,0,0,0,2,1,-1,13,6,5,2,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
1081,4954,1,1,6,1,1,0,19,4,1,-1,1,6,2,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,3
1082,4955,1,1,2,2,1,1,6,4,1,-1,4,1,2,4,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
1083,4962,1,0,5,1,0,1,0,5,1,-1,9,5,6,5,1,1,0,1,0,0,-1,1,0,0,0,0,0,0,0,-1,-1
1084,4963,1,1,6,4,0,0,12,1,1,-1,1,5,6,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
1085,4967,1,1,4,3,0,1,6,2,1,-1,2,6,2,2,1,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,5,1
1086,4981,1,0,2,4,0,1,6,5,1,-1,9,4,6,1,1,1,0,1,0,0,-1,1,1,0,0,0,0,0,0,-1,4
1087,4990,1,0,6,1,1,0,6,6,1,-1,9,4,1,8,1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,4
1088,4990,2,0,6,1,1,0,7,5,1,1,1,7,5,3,1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,-1,5
1089,4996,1,0,5,1,1,1,5,-1,1,-1,12,4,5,1,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,-1,5
1090,5000,1,1,6,1,1,1,6,6,1,2,1,5,6,1,1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,1
1091,5004,1,0,4,4,0,1,18,5,1,-1,6,4,4,1,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
1092,5011,1,0,4,4,1,1,18,4,1,-1,13,6,5,1,1,0,0,0,0,0,-1,0,0,0,1,0,0,0,3,-1,2
1093,5012,1,0,6,2,0,0,0,5,1,-1,9,6,-1,2,1,1,1,0,1,0,-1,1,0,0,0,-1,0,0,5,2,1
1094,5021,1,1,6,1,1,0,6,-1,1,-1,1,6,4,1,1,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,-1,1
1095,5029,1,0,4,1,1,1,7,4,1,-1,2,1,6,1,1,1,0,1,0,0,-1,0,1,0,0,-1,0,0,0,-1,1
1096,5037,1,0,2,2,1,1,0,4,1,2,3,7,2,1,1,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,-1,1
1097,5040,1,0,1,2,1,1,5,3,1,-1,12,3,2,13,1,-1,1,-1,0,0,-1,0,0,0,0,0,0,0,-1,-1,4
1098,5041,1,0,2,4,0,1,15,2,1,-1,3,1,1,1,1,1,1,0,1,0,-1,0,1,0,0,0,0,0,0,1,2
1099,5042,1,0,6,1,1,0,8,6,1,-1,5,7,1,3,1,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,-1,1
1100,5047,1,0,4,1,1,1,0,-1,2,-1,13,6,7,1,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,-1,2
1101,5049,1,0,6,1,1,0,2,4,1,-1,2,3,3,1,1,1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,3
1102,5049,2,0,6,1,1,0,2,3,1,-1,9,4,4,9,1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
1103,5057,1,0,3,1,1,1,8,4,1,-1,3,7,1,1,1,1,1,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,1
1104,5061,1,0,2,1,0,1,0,3,2,-1,9,7,7,15,1,0,1,0,0,0,-1,1,0,0,0,-1,0,0,0,-1,2
1105,5067,1,1,6,1,1,0,8,6,1,-1,1,4,2,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,4
1106,5067,2,1,6,1,1,0,6,4,1,-1,1,4,3,1,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,1,-1,-1
1107,5080,1,1,3,2,1,1,2,4,1,-1,14,2,2,2,1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
1108,5085,1,0,3,1,0,1,6,5,1,-1,2,7,7,2,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
1109,5092,1,0,4,1,1,1,7,4,1,-1,2,5,4,1,1,1,0,0,0,0,-1,1,0,0,0,0,0,0,0,-1,3
1110,5099,1,1,6,1,1,0,8,4,1,-1,2,-1,1,17,1,0,0,-1,0,0,-1,0,1,0,0,0,0,0,0,-1,4
1111,5118,1,0,4,1,1,1,2,-1,1,-1,12,1,6,1,1,0,0,-1,1,0,-1,0,0,0,0,0,0,0,-1,-1,5
1112,5120,1,1,6,1,1,0,6,4,1,-1,2,2,4,13,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,3
1113,5120,2,1,6,1,1,0,2,5,1,-1,1,1,3,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
1114,5120,3,1,6,1,1,0,6,6,1,-1,14,2,1,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,5
1115,5129,1,1,3,1,1,1,19,4,1,-1,9,6,3,2,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
1116,5133,1,1,6,1,0,0,6,4,1,-1,2,6,4,4,1,0,1,0,0,0,-1,0,1,0,0,0,0,0,0,-1,3
1117,5138,1,0,4,3,0,1,6,5,1,-1,2,7,3,2,6,1,1,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,4
1118,5149,1,0,3,1,0,1,7,5,1,-1,2,5,7,1,1,0,1,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,-1
1119,5154,1,0,6,1,1,0,7,6,1,-1,2,7,7,1,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,5
1120,5154,2,0,6,1,1,0,6,5,1,-1,12,7,5,1,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,4
1121,5155,1,0,1,2,1,1,5,2,1,-1,2,1,4,8,1,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,-1,1
1122,5165,1,0,6,2,0,0,2,6,1,-1,11,5,-1,1,1,0,1,1,0,0,-1,0,0,0,0,0,0,0,0,-1,3
1123,5165,2,0,6,2,0,0,8,4,1,-1,6,6,3,1,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
1124,5165,3,0,6,2,0,0,5,3,1,-1,2,6,3,3,1,1,0,0,0,0,-1,1,0,0,0,-1,0,0,-1,-1,1
1125,5176,1,1,6,1,1,0,6,4,1,-1,1,4,7,1,1,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,-1,1
1126,5185,1,1,6,1,1,0,0,5,1,-1,1,5,5,1,1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,5
1127,5185,2,1,6,1,1,0,8,3,1,-1,1,3,3,2,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,5
1128,5189,1,0,2,2,1,1,8,3,1,-1,2,6,-1,1,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,3
1129,5198,1,0,4,3,1,1,2,-1,1,-1,12,6,4,8,1,0,1,0,0,0,-1,1,0,0,0,0,0,0,0,-1,4
1130,5202,1,0,6,1,0,0,7,5,1,-1,6,6,3,1,6,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,2
1131,5202,2,0,6,1,0,0,8,5,1,-1,2,6,5,1,1,1,1,-1,0,0,-1,0,0,0,0,0,0,0,0,-1,2
1132,5202,3,0,6,1,0,0,8,3,1,-1,11,6,4,18,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,1
