synthetic_sme_id,synthetic_manager_id,manager_enterprise_sequence,manager_sex,manager_age_band,manager_education_level,manager_urban_rural,manager_in_workforce,sme_enterprise_activity_1digit,sme_enterprise_age_band,sme_ownership_structure,sme_household_ownership_share_band,sme_workplace_type,sme_current_capital_band,sme_startup_capital_band,sme_startup_capital_source,sme_primary_buyer_type,sme_has_business_license,sme_has_commercial_registration,sme_keeps_accounting_books,sme_has_online_page_or_storefront,sme_has_mobile_sales_app,sme_share_of_sales_online_band,sme_hires_nonhousehold_workers,sme_num_nonhousehold_workers_band,sme_num_related_external_workers_band,sme_any_workers_with_social_insurance,sme_num_workers_with_social_insurance_band,sme_new_workers_joined_last12m,sme_workers_left_last12m,sme_annual_wage_bill_band,sme_annual_taxes_paid_band,sme_average_monthly_net_earnings_band
190,863,1,0,3,1,1,1,2,3,1,-1,9,5,-1,1,1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,-1,3
191,864,1,0,2,2,0,1,0,2,1,-1,1,6,6,1,1,1,1,0,0,0,-1,1,0,0,0,0,0,0,0,-1,5
192,865,1,1,3,2,0,0,8,4,1,-1,1,6,4,1,1,0,0,0,0,0,-1,0,4,0,0,0,0,0,0,-1,3
193,869,1,1,6,1,1,0,6,6,2,-1,2,6,4,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,5
194,869,2,1,6,1,1,0,6,6,1,-1,1,4,1,4,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
195,869,3,1,6,1,1,0,0,6,1,-1,1,1,1,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1
196,870,1,1,6,1,1,0,6,5,1,-1,14,5,2,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
197,880,1,0,1,2,1,1,0,2,1,-1,2,5,1,-1,1,1,0,-1,0,0,-1,0,1,0,0,0,0,0,0,-1,1
198,902,1,0,1,2,1,1,8,3,1,-1,1,4,3,1,1,1,1,0,0,0,-1,0,1,0,0,0,0,0,0,-1,2
199,903,1,1,6,1,1,0,6,5,1,-1,13,1,6,1,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1
200,924,1,0,6,1,0,0,7,5,1,-1,2,6,6,1,5,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1
201,941,1,1,6,1,1,0,0,5,1,-1,2,6,3,2,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
202,941,2,1,6,1,1,0,6,6,1,-1,1,2,1,1,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,-1,3
203,945,1,0,6,1,1,0,6,1,1,-1,11,5,-1,1,1,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,1,3
204,948,1,0,4,2,1,1,7,5,1,2,7,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,4
205,951,1,0,6,1,0,0,0,5,1,-1,14,6,4,11,1,0,1,1,0,0,-1,1,0,0,0,-1,0,0,-1,-1,3
206,951,2,0,6,1,0,0,8,5,1,-1,10,7,6,1,1,1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,4
207,955,1,0,2,1,0,1,7,3,1,-1,14,7,4,1,9,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,4
208,966,1,1,6,1,0,0,0,-1,1,-1,1,3,1,1,11,1,1,0,0,0,3,0,0,0,0,0,0,0,0,-1,1
209,966,2,1,6,1,0,0,6,6,1,-1,1,3,6,1,1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,3
210,970,1,0,4,2,1,1,5,5,1,-1,12,7,2,1,1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,-1,4
211,974,1,1,6,1,1,0,0,4,1,-1,1,6,4,8,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,1
212,974,2,1,6,1,1,0,6,5,1,-1,2,5,5,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1
213,974,3,1,6,1,1,0,6,5,1,-1,1,2,2,1,6,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,-1,5
214,975,1,1,6,2,0,0,6,2,1,-1,1,2,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,5
215,975,2,1,6,2,0,0,6,4,1,-1,13,-1,2,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,5
216,980,1,0,4,1,1,1,19,4,1,-1,5,1,7,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,5,-1
217,982,1,0,2,2,0,1,7,-1,1,-1,14,6,3,2,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,3
218,988,1,0,6,1,0,1,2,3,2,-1,9,7,6,7,1,1,1,1,0,0,-1,0,0,0,0,-1,0,0,0,-1,-1
219,990,1,0,1,2,1,1,8,2,1,-1,1,2,3,1,1,1,1,0,0,0,-1,0,0,0,0,-1,0,0,-1,-1,2
220,996,1,1,1,1,1,1,0,2,1,-1,4,6,3,2,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,-1,1
